,mean,sigma
0,74.49804890027625,38.0539201200321
1,177.66374777640584,35.410406420889636
2,0.0014871054224282036,2.3789447158610058
3,0.27776494134926627,0.23111202681233076
4,1.0847683860662587,0.8389723530639315
5,1.2104559581819,0.926590210569733
6,0.003210729311870468,2.27174949230827
7,66.2102013573201,31.423649101992652
8,0.8595715887532565,0.6738984930063409
9,114.99065528659928,49.72137166955444
10,85.80360984559738,51.16122285182305
11,-0.11884685950679683,0.536400949051454
12,320.9743437638055,116.34763217266112
13,0.030241461372764813,0.999544189425455
14,110.56902201276841,60.72504489962357
15,-0.007999450024178392,1.1106355739589642
16,69.69707149394823,32.85067027682453
17,-0.006157261173331308,1.1258436958000761
